commodity,state,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Soybeans,Alabama,5.880298392852668,7.974320086214894,8.342416758851673,15.33495724365227,15.800988672055226,10.37243201298457,7.613181324172014,11.858565235092009,40.67742844377335,79.79385945170277,73.95479296535791,49.88001643051972,100.06280708633214,118.20221368946692,121.5909263858958,95.1290814421972,92.2160319580113,74.29825529637911,58.11922837021197,55.11798020412515
Soybean meal,Alabama,1.4274912081969946,2.20646737299514,1.9755135791802407,2.453281987305294,3.0885544344560643,2.4602265956430016,1.8292925788266883,2.568942440802973,8.437957964825072,17.008007308775024,13.96972678063388,9.126634960048847,19.75733759987679,29.80821532525703,28.013884110709075,24.184218926614157,16.490105347059526,13.493879394820418,17.388483520837966,12.966401348111251
Vegetable oils,Alabama,7.594768408279135,12.965787013173573,8.59544340764053,11.260580777501511,12.32327407453024,10.922030843344324,8.15888465118757,10.085640296902397,21.550938968152654,27.02263979208695,24.214234286720195,22.64141655540029,32.209120608364714,30.781118440379892,20.885900839058067,22.88616822511605,18.81862796087628,20.11250929774125,18.122850736425125,15.892636674750678
Other oilseeds and products,Alabama,50.90655851333659,101.46329962922577,61.727917378232924,58.5846526813022,68.8680982295115,68.95518634185636,58.160445857312716,58.47916502213297,67.79794609501079,100.95699596345987,78.17037100754094,78.29040865259198,124.75834470591566,154.18180601004386,107.31607777310788,91.38559968607534,124.22152459558477,118.04707743111874,121.89905285224218,95.47690674746279
Cotton,Alabama,72.80706675540037,82.78256899539106,47.44463830059875,151.8143095077768,131.3601306754145,158.0911218813764,119.11485491575212,107.90420083245796,101.95242922445708,85.57952046334427,185.22386914814385,312.47660911597137,233.53917870618957,226.20897055358662,194.2402097508733,138.04013076641172,164.6059234834746,206.10804540359086,253.88227178129026,308.54208063389234
Tobacco,Alabama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other plant products,Alabama,70.90405749646001,80.15070676369483,81.26415995782452,101.17383797867731,117.2013148406906,91.37799451901206,96.6700461175275,109.564562163555,109.76478427632841,103.13588544285506,115.62373005543512,129.01752017044222,147.02822405580446,155.96539053746463,163.60660143518592,174.66123400542122,202.48054087354006,217.6222788616961,216.79930360376304,234.30804511945252
Beef and veal,Alaska,0.13374154230992955,0.1113592611802388,0.17400765081784836,0.0787436781063143,0.024063028157113645,0.05683901311066225,0.10708918945654083,0.1040118953538534,0.1239460101267238,0.12489228515323902,0.19260425995825325,0.2336837662043731,0.27443771810935874,0.14687165805961042,0.18038207041653076,0.15604771347052124,0.194928837328197,0.18987748967584706,0.44548942353898463,0.4184172426524941
Pork,Alaska,0.02439546585657032,0.018329518031414253,0.032902203349514485,0.04320665791514285,0.06357414254712992,0.07808069544563945,0.0860532665705553,0.07273361741892674,0.09216110877316017,0.10768582661987958,0.13031124630637406,0.0989281012564133,0.054919405608554885,0.04884399075855804,0.07748300717838176,0.11429862455808065,0.12971030613278287,0.19820594257999585,0.09832709550803204,0.16135697912927294
Hides and skins,Alaska,0.05072851498130927,0.05417146413530418,0.08266048315840323,0.03837933343225877,0.051053858772405536,0.06789850889559974,0.09680189138648113,0.07710161996960366,0.07000872854861112,0.053714559831624036,0.09606937108346572,0.09631809631211878,0.110015240258032,0.06173953272657376,0.06412829846032612,0.058084374783192075,0.0549537255696996,0.05135303606398018,0.0645340843713761,0.046707659299556316
Other livestock products,Alaska,0.0,0.0,0.0,1.1931650735945878,1.1140076489167186,1.1458957771491678,1.2401002450094678,1.394814730147789,1.2316694119191245,1.0116695657300192,1.2463899420857458,1.4809211300128358,1.3467622679163822,1.2370210456414021,1.232213728483322,1.104658993929987,1.2538785640752277,1.5974861728011174,1.5994386187540208,1.8163967351916588
Dairy products,Alaska,0.11836168485865267,0.12227761721001908,0.1582049753773132,0.15099611912905528,0.14981953330041028,0.15676329775591805,0.14624971348702187,0.15322322759518775,0.1499100663842144,0.12388010031811153,0.18932979605669267,0.18754482728195213,0.17913433965027287,0.11002806479860984,0.10395192696687837,0.10005028315907713,0.09532563147977917,0.0779456141276607,0.07893515317109022,0.038761696079928895
Broiler meat,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other poultry products,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vegetables, fresh",Alaska,0.3550021462814483,0.3356418949790306,0.3698824350922241,0.3798324830424567,0.39191748567990986,0.5757245139775329,0.5571106580330626,0.5421383187768566,0.06946282482275884,0.12393259106597668,0.15006022782919107,0.16690922824631152,0.15110493803996472,0.13122302958329882,0.13048564777461308,0.12383342227113565,0.12148768745871573,0.2282889600719528,0.34365590556358355,0.0
"Vegetables, processed",Alaska,0.5402365660178283,0.505438996693716,0.5238190725825466,0.4964068406319272,0.5263833638626729,0.7547488387520301,0.7333648468760977,0.7440275742207305,0.11257961365988484,0.1996875331941911,0.2336862818358475,0.2708690968963226,0.2835301283470176,0.2359470397656007,0.2485380152284973,0.2366354991792741,0.2354247686605565,0.4285316426669419,0.5772099192524255,0.0
"Fruits, fresh",Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fruits, processed",Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tree nuts,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rice,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wheat,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corn,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Feeds and other feed grains,Alaska,0.3706253276165925,0.6447679215163629,0.355663116791119,0.648349950666251,0.6264324038685245,1.0115235736078658,0.4749544640477189,0.6356415068120822,0.4870284657736734,0.4854329848134578,0.5812996826310585,0.5071602429446466,0.5559782599418948,0.6123942117836307,0.915665753034038,0.9980417894531936,0.9489617621890034,1.0024046665025728,1.0517777122420893,0.9492767785489534
"Grain products, processed",Alaska,0.1312140865167982,0.2286769942487544,0.1507969855284934,0.2887165025407891,0.31434413410225354,0.5260980734418631,0.2534790272982232,0.3138561793307583,0.1831741505595274,0.22126126801575768,0.24850694099257556,0.21168500245731747,0.2348536147331154,0.2303346796417012,0.3120281286378332,0.3272131436919189,0.3623786186886945,0.39370999042378696,0.40512194611239694,0.3785216136701133
Soybeans,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soybean meal,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vegetable oils,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other oilseeds and products,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tobacco,Alaska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other plant products,Alaska,4.526022636213856,4.833745527520533,4.642749703353244,4.955797386606727,5.114078770718536,5.3953851518900855,5.781719504698148,6.162485626338126,8.032815510158294,7.846936793102134,8.40709542937298,9.593714901992598,10.150656726073038,11.716474790513075,13.601674977329864,11.299739686390028,11.521321355002787,12.495342311339028,11.977509786569732,13.917347884024538
Beef and veal,Arizona,54.040446018480615,57.38957472050468,53.02708646409333,61.02481987774356,12.42032016196451,21.683329001543612,30.825844477905623,36.86284741034336,42.03889437981642,42.295632235021856,50.83295992667622,71.31433681527754,73.68156859865876,77.94025924558481,89.13686451699672,73.18420020771906,67.64150488590073,88.30735488706156,105.66034929674672,95.79640774295305
Pork,Arizona,4.2232789107754645,1.81449674046596,3.6555914692898677,4.695222819095903,6.429226611331023,7.251810684910585,7.203164607641188,7.826137234276516,12.883704092357005,11.225076927007013,14.190307254030786,17.91983626158671,17.043608245759078,15.182594856570326,14.455219789036159,11.044714010022306,14.815349028603794,10.033597870884703,11.164980999199074,12.900032619115827
Hides and skins,Arizona,19.279074582060467,25.934294044645704,23.93120731327255,23.92326512854986,21.840263554794078,22.620866570817828,25.22858344554949,24.687932056096116,21.777392507390648,16.0255130234106,22.855722679381966,28.01702180981714,29.790801196712714,31.313143475048946,29.1153849116871,23.368450461670943,16.821943415301398,18.164167581156235,14.643263612697742,9.789925389187003
Other livestock products,Arizona,5.580607040326929,5.568583276286333,5.369025820484842,5.005534065300275,4.201094963780487,3.8763170522004176,4.607689051055278,7.358595466568603,9.829083403378068,11.164195186816485,18.12245814757718,22.95574960379738,30.24505704962073,19.83386848378036,19.074503119105927,17.225075079876262,15.869269766028873,16.764244543867974,17.205975265235114,18.66449001248194
Dairy products,Arizona,17.098004529153368,19.869277086294648,18.36486901890844,19.951783407506905,30.282498800172693,33.89143200873188,39.473181096362346,67.33984444487258,82.22308675542462,45.246471447716544,77.37144389884007,105.48034443385195,109.3493509136758,145.50711442048885,156.4426178341923,110.83576236414362,99.054889850252,118.78528950949772,120.00405257738878,124.49744833943804
Broiler meat,Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other poultry products,Arizona,1.1552109766990324,1.5288985506171269,1.6819013008786208,2.546725544729273,2.8229846199703914,2.4298110891941653,2.7885042904829658,4.0625184349136,3.130928074647933,3.0375888107982463,3.5395647955994503,4.131304774973313,4.136479787216496,4.248193166682381,5.6530102300183085,5.553719999789529,3.9453897084134426,4.739990345082231,6.246781347322223,5.014600264408059
"Vegetables, fresh",Arizona,59.67658858474441,45.81479608713169,64.86471297296605,43.26397713375643,69.50020693036153,68.53497751728065,58.51063871259946,78.69992941987461,69.12484514456364,71.00330162089152,100.25179483234878,141.266699969944,78.70035807462494,126.34791881064926,75.04639548160905,115.55283149958565,159.30559494694657,195.3083637753093,169.35276963813632,298.2746683251949
"Vegetables, processed",Arizona,90.81487429408764,68.99193728319804,91.85992782912344,56.54212096372858,93.34554861641094,89.8462605625347,77.02176395545037,108.00733973152911,112.03184409115231,114.40472620935434,156.1204425759541,229.25504985209287,147.67169700273456,227.1812921754959,142.94202083641596,220.81197032262423,308.71015508844954,366.6222577247996,284.44760269052637,500.4846297050855
"Fruits, fresh",Arizona,33.79182622519232,33.82463711136917,32.526140499291486,37.98722223236831,35.28445557449356,45.01283769048232,47.07732254507204,49.495644785875925,58.67258897177454,45.89358156663132,44.9638299430695,50.36948210618633,31.262812861004683,53.00913283527894,69.26406531735094,58.18546956115506,52.41003268897904,47.13150025522446,77.26460426434387,53.886647633329495
"Fruits, processed",Arizona,31.035280994696755,29.739941703909718,28.667017239198923,33.6067214908916,33.583247700188736,36.82133765753321,43.52346310022873,47.11888183212966,54.037044204759596,40.59346607413988,39.919229048920975,46.63136092926,26.857347698820554,47.01386264818119,62.498717592694966,57.02710338117752,49.523338309195324,41.104178727276064,66.07260292509153,46.724980983541954
Tree nuts,Arizona,13.996104670433947,7.247335094440879,10.37276650935454,15.307727140361099,14.875043453563359,22.98415749637264,19.090024326272566,26.34177492272327,22.55417242327805,30.52599578512275,46.43954145265789,39.34279045289363,24.58878671028888,30.71014220623249,28.373773889712467,53.80296562214181,61.065111532159975,65.74287212350714,46.63579654606228,66.72394209033868
Rice,Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wheat,Arizona,12.465814175471756,14.44376101838981,17.64001962460987,23.513699066296606,26.9499209470567,16.174617657248845,17.121294069188913,31.038378744825764,73.71691838558097,59.19079733721639,26.392002825150968,50.423727431262144,46.00860570691388,47.946937726842464,47.76713565876025,74.99346906523357,41.206350794872975,51.267685939128654,31.91895471531097,15.885607663439126
Corn,Arizona,3.3316980999209496,3.076909032174031,2.807611772765548,2.2981886654748536,2.44567045804666,1.8747061177395272,2.078278774771543,2.906307716206012,3.982323875353983,2.596570400628632,3.9674486980616313,6.374915117422698,5.4573359637958685,4.549638439614709,8.375551175499611,5.3794812515756885,8.365372277369541,7.682691118755504,6.137701765675857,4.928721921738153
Feeds and other feed grains,Arizona,17.993569095859733,19.935208698473872,17.163987995161428,17.25898083930291,16.178329233756386,22.191295111255563,25.073559791529853,24.411450448058005,31.52420060182395,24.54872437310902,26.10942679385555,34.76023192575658,36.34176534358957,46.26740605029937,57.52307635741374,51.87887337307961,41.95054740484043,45.404560581610546,49.50217841588079,47.09154049255979
"Grain products, processed",Arizona,7.575041791687754,8.425505579657269,8.943795261078241,10.122334207470283,10.410559065763497,13.467488604687016,15.506155127998507,14.55671559790899,15.948377008025362,17.715430981468874,13.394248981253055,17.260483295300062,19.269476271467678,20.663623930644587,23.845067440379452,24.87822268144946,20.270304410847412,22.464799019153013,22.37356717204258,20.05520808210665
Soybeans,Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soybean meal,Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vegetable oils,Arizona,0.15566139835016854,0.03822073868188094,0.06428249562439461,0.1001944758876556,0.0905421267609734,0.051245776001816866,0.03639651145511183,0.019328220522761726,0.07185162744401659,0.08792633759767261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other oilseeds and products,Arizona,1.23818183342673,0.3394606761177754,0.6124528864730673,0.7003653927915846,0.7047762668927242,0.4129705979400802,0.3313259404667246,0.15218792210240314,0.3972622597060515,0.6610818590456201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cotton,Arizona,73.91067077065782,81.64441994743156,90.53950643603544,106.91139667811701,141.19527142588058,114.68065861450457,127.81818726109849,118.08035633363545,180.67593313849446,111.42681885405834,207.12478034211966,407.1047053938597,313.9776152160855,227.96090786324268,146.09000501791368,139.3518610651292,109.93069776460915,150.54329766480504,188.44937405652286,162.58554003928938
Tobacco,Arizona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other plant products,Arizona,38.59596315003629,41.5782106427505,39.82657862790289,88.02275382601137,109.71276963608236,139.84745750179508,162.8582894043378,194.94884007965402,219.6129776564736,203.0307777221123,218.50860567621442,242.14902954137912,340.97823317911764,309.90200445756443,358.90573034051613,240.26447337576118,241.3688440408444,263.10228047173854,249.65860367228942,253.95310384228955
Beef and veal,Arkansas,41.16234971479625,36.30278321938478,34.42088317101212,38.17792842614564,9.753462264297138,18.083217448908552,21.85926540381501,27.355812766848675,32.74710376876072,30.432909093697482,48.757768408431815,53.16988382141191,53.13665931584093,49.71921330751025,67.72737877997264,56.42161127808488,48.83886097050546,58.5987973481105,59.84059105651685,55.23914131576446
Pork,Arkansas,14.865657724824828,18.43836523780628,18.993345253563067,10.950950931306313,14.435216308231935,19.661177374629982,17.203161617962564,19.72984941450057,28.448757846130533,25.045148175930034,23.826930730884122,29.389277669537393,24.333873301723862,28.24251128142498,22.132306351409422,18.832729769603,20.04679017354569,17.561724666667992,18.31342153837097,18.009775547236952
Hides and skins,Arkansas,17.505373560858573,21.313048619467352,19.241503429369427,16.489920480003928,18.65060227500239,20.79615924677529,19.701946994912426,20.371672844559395,18.935582818653568,12.986298047666422,23.186547535650824,22.687177333118715,22.81318323402875,22.481332521964337,23.326343590458194,18.954752635283988,12.841743469161544,12.812421550294655,8.94695581564422,6.0425467374754325
Other livestock products,Arkansas,54.89297597294368,57.36046891759381,50.866118584896604,49.61922400315793,47.23522189063837,51.84798245841998,55.80243380558515,69.30402607122953,76.54735021011494,51.60315690295968,58.360983292362796,58.373023610959216,47.03396485116332,38.40660071019922,33.160194616013435,32.378486752203266,32.5156017559854,39.16069759206489,38.61306624112422,44.38134431232968
Dairy products,Arkansas,3.0550354943492684,2.967167546536215,2.334488051299377,2.1619599906909976,2.7258979225051623,2.724143532209844,2.680070993542268,3.52346220298934,3.943323987589364,2.0072619815639405,3.0364501018508454,3.533809473129978,3.3316775639893343,3.571577667038511,3.44637301437908,2.3632111604245942,1.80588357496643,2.067117686665562,1.9094195154429732,1.7589033787213018
Broiler meat,Arkansas,204.73836028903423,242.13251514006043,180.19069596643973,195.2919406385393,232.70466784918517,268.9870121240007,228.09317255783557,333.4509603381013,444.49331992422583,398.5882075386925,377.4803494317005,426.65291632295214,484.6288811090794,500.0395534050183,475.00112630886224,346.0567932837538,344.78340168630655,395.6598356451893,406.098276146158,411.5870371288411
Other poultry products,Arkansas,57.292808627107426,57.942397630749284,49.910689538387004,55.67284008643864,60.339045250507816,86.20419141321821,83.03408697605713,89.66351758033413,101.89931495194641,108.59611658440784,119.3621287570037,143.32967753905496,143.69531338963458,147.7949390660825,156.75317059571586,110.18229376277854,141.9842070718237,146.04115931267404,124.14041805383907,137.72734164252606
"Vegetables, fresh",Arkansas,2.1926032333200896,2.1162697280249207,2.0447660497934432,2.9696139764479192,2.3039840549251487,4.000835224813079,4.201148073966438,3.703645466510344,1.9858124492523777,1.3196840290678429,2.4113827296717933,3.466228167456495,5.5128509691817165,3.8938584446082736,4.056844338717487,3.620712010619467,2.5495321942770097,3.1213374232870987,3.400205127802037,0.0
"Vegetables, processed",Arkansas,3.336668394306925,3.1868645245642706,2.8957510663733483,3.8810179691244335,3.0944750398505376,5.244914306504112,5.53027350947819,5.082862171481193,3.218440927334335,2.1263530931911125,3.7552059751741864,5.625177847985673,10.344197635928149,7.001395838741861,7.72713365210406,6.91888327321985,4.9406078886329565,5.859205162165678,5.711038557715599,0.0
"Fruits, fresh",Arkansas,2.1721662151053933,2.1038138777680246,2.1434852643397297,2.2246970894828633,2.1401377155883905,2.5057959554435163,2.8252296039485127,1.548879629605219,2.31715797436574,1.3194585060439503,2.072265076707394,1.8416515679899892,2.7213807086872266,2.0647159704166467,1.7218446702526264,2.0954584393892395,0.0,0.0,0.0,0.0
"Fruits, processed",Arkansas,1.9949732341700068,1.849755309264415,1.889167545904636,1.9681558980677951,2.0369529257262062,2.049787654151294,2.6119534792872057,1.4745029902183846,2.13408629284193,1.1670781027095576,1.839772642853188,1.7049752227317672,2.3378916106823637,1.8311990377641416,1.5536639856691803,2.0537416979752026,0.0,0.0,0.0,0.0
Tree nuts,Arkansas,0.6174643702986918,1.0728456713302752,0.6105329802229309,2.137848388662396,1.2864902446325066,1.867462796580276,2.1334076165442557,1.60555981390403,1.6621202928681758,2.1669907473043533,1.5665806353672578,3.39502458155279,2.2852203648874734,2.7161414662401184,3.5940113593635785,3.4633168241215726,0.0,0.0,0.0,0.0
Rice,Arkansas,350.1849814659428,286.09399261522077,326.06631583651796,457.5849120904426,546.3289323210263,577.9764447698973,609.5742988966489,685.7632202467599,956.3089927202136,850.6996179366838,981.7476876706568,828.8121954436459,797.9855560758963,960.4455562628801,796.3331521215903,867.6353334199057,755.3985046754132,701.6148756731059,687.1859805904905,721.951732939706
Wheat,Arkansas,81.44055961184152,73.78617487721792,67.35475188122625,54.87306100044877,77.07782819815188,19.65673547616509,35.9128181079996,93.88307653582176,225.15159893669585,40.211548400182025,20.710753373893553,115.34246008231793,107.459081470519,189.91299720079215,92.33101067484257,43.148424046489026,17.121127465219427,20.369389746873427,15.404178878786373,10.032649032152284
Corn,Arkansas,10.083228222781193,13.870631852557196,18.14818771807624,24.49097732316553,30.679096232576466,17.97536717093596,18.962116531704726,57.631927208048104,84.43408433863642,52.63559026167447,49.09053501466715,68.76887731833129,81.83262540522784,82.64853421333697,125.81684401799448,64.28641916282679,84.41841030818105,82.82731958939088,112.10528900478243,71.38117392930351
Feeds and other feed grains,Arkansas,15.850689642850034,23.546141347974807,25.252763946904174,25.505287630848994,18.643246560774898,17.471848482985195,20.92111603607382,43.271838604556955,46.336481336288564,35.429217750509316,34.724003937271036,41.35774113128278,73.88418490260605,125.5468727251276,129.64079584803446,119.17818985683952,77.41782987792129,74.77993247117435,76.42398886241432,73.17531353082232
"Grain products, processed",Arkansas,32.9622815300461,40.18259651976974,38.60593858340275,49.92617298398343,66.11605989272175,64.67481209261743,76.365799153811,89.48837572206993,87.68911219668594,88.29098832303497,87.83689893484096,76.6657473671886,84.85910784881789,130.47735374367528,128.4439634169415,119.5793323016755,93.64274052940482,93.27864374619594,94.80634662634348,89.59906636365619
