year,quarter,state,commodity,unit,value,percent
2015,Q1,MINNESOTA,CHICKENS,LB,62246000.0,0.0
2015,Q1,MINNESOTA,EGGS,DOZEN,139383600.0,0.0
2015,Q1,MINNESOTA,EGGS,EGGS,1672600000.0,0.0
2015,Q1,MINNESOTA,MILK,LB,2344000000.0,0.0
2015,Q1,MINNESOTA,MILK,LB / HEAD,5095.0,0.0
2015,Q1,MINNESOTA,POTATOES,CWT,12720000.0,0.0
2015,Q1,MINNESOTA,POTATOES,PCT BY GRADE,97.5,0.0
2015,Q1,MINNESOTA,RED MEAT,LB,658300000.0,0.0
2015,Q1,MINNESOTA,TURKEYS,LB,227727000.0,0.0
2015,Q1,MINNESOTA,WHEAT,BU,145936999.99999997,0.0
2015,Q1,MINNESOTA,WHEAT,PCT BY TYPE,50.0,0.0
2015,Q1,MISSISSIPPI,CHICKENS,LB,850052000.0,0.0
2015,Q1,MISSISSIPPI,EGGS,DOZEN,57800000.0,0.0
2015,Q1,MISSISSIPPI,EGGS,EGGS,693600000.0,0.0
2015,Q1,MISSISSIPPI,RED MEAT,LB,1400000.0,0.0
2015,Q1,MISSISSIPPI,RICE,CWT,16719500.0,0.0
2015,Q1,MISSISSIPPI,WHEAT,BU,13957500.0,0.0
2015,Q1,MISSISSIPPI,WHEAT,PCT BY TYPE,24.999999999999996,0.0
2015,Q1,MISSOURI,CHICKENS,LB,387516000.0,0.0
2015,Q1,MISSOURI,EGGS,DOZEN,63333300.0,0.0
2015,Q1,MISSOURI,EGGS,EGGS,760000000.0,0.0
2015,Q1,MISSOURI,POTATOES,CWT,1947999.9999999998,0.0
2015,Q1,MISSOURI,RED MEAT,LB,491700000.0,0.0
2015,Q1,MISSOURI,RICE,CWT,17927250.0,0.0
2015,Q1,MISSOURI,TURKEYS,LB,75651000.0,0.0
2015,Q1,MISSOURI,WHEAT,BU,76815000.0,0.0
2015,Q1,MISSOURI,WHEAT,PCT BY TYPE,24.999999999999996,0.0
2015,Q1,MONTANA,CANOLA,LB,56634999.999999985,0.0
2015,Q1,MONTANA,POTATOES,CWT,2616250.0,0.0
2015,Q1,MONTANA,RED MEAT,LB,3100000.0,0.0
2015,Q1,MONTANA,WHEAT,BU,383857500.0,0.0
2015,Q1,MONTANA,WHEAT,PCT BY TYPE,50.0,0.0
2015,Q1,NEBRASKA,EGGS,DOZEN,117516600.0,0.0
2015,Q1,NEBRASKA,EGGS,EGGS,1410200000.0,0.0
2015,Q1,NEBRASKA,POTATOES,CWT,5101500.0,0.0
2015,Q1,NEBRASKA,RED MEAT,LB,1769700000.0,0.0
2015,Q1,NEBRASKA,WHEAT,BU,117714999.99999999,0.0
2015,Q1,NEBRASKA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,NEVADA,RED MEAT,LB,300000.0,0.0
2015,Q1,NEVADA,WHEAT,BU,786500.0000000002,0.0
2015,Q1,NEVADA,WHEAT,PCT BY TYPE,50.0,0.0
2015,Q1,NEW HAMPSHIRE,RED MEAT,LB,4200000.0,0.0
2015,Q1,NEW JERSEY,CHEESE,LB,14692000.0,0.0
2015,Q1,NEW JERSEY,CHICKENS,LB,965000.0,0.0
2015,Q1,NEW JERSEY,POTATOES,CWT,124999.99999999997,0.0
2015,Q1,NEW JERSEY,RED MEAT,LB,10700000.0,0.0
2015,Q1,NEW JERSEY,TOMATOES,CWT,163249.99999999997,0.0
2015,Q1,NEW JERSEY,WHEAT,BU,1143999.9999999998,0.0
2015,Q1,NEW JERSEY,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,NEW MEXICO,CHEESE,LB,196488000.0,0.0
2015,Q1,NEW MEXICO,MILK,LB,1962000000.0,0.0
2015,Q1,NEW MEXICO,MILK,LB / HEAD,6075.0,0.0
2015,Q1,NEW MEXICO,RED MEAT,LB,900000.0,0.0
2015,Q1,NEW MEXICO,WHEAT,BU,7162500.0,0.0
2015,Q1,NEW MEXICO,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,NEW YORK,BUTTER,LB,7552000.0,0.0
2015,Q1,NEW YORK,CHEESE,LB,442423000.0,0.0
2015,Q1,NEW YORK,CHICKENS,LB,18682000.0,0.0
2015,Q1,NEW YORK,EGGS,DOZEN,30891700.0,0.0
2015,Q1,NEW YORK,EGGS,EGGS,370700000.0,0.0
2015,Q1,NEW YORK,MILK,LB,3425669000.0,0.0
2015,Q1,NEW YORK,MILK,LB / HEAD,5530.0,0.0
2015,Q1,NEW YORK,POTATOES,CWT,3276249.999999999,0.0
2015,Q1,NEW YORK,RED MEAT,LB,7900000.0,0.0
2015,Q1,NEW YORK,TOMATOES,CWT,74750.00000000001,0.0
2015,Q1,NEW YORK,WHEAT,BU,14404999.999999998,0.0
2015,Q1,NEW YORK,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,NORTH CAROLINA,CHICKENS,LB,1142281000.0,0.0
2015,Q1,NORTH CAROLINA,EGGS,DOZEN,151083400.0,0.0
2015,Q1,NORTH CAROLINA,EGGS,EGGS,1813000000.0,0.0
2015,Q1,NORTH CAROLINA,POTATOES,CWT,1333500.0,0.0
2015,Q1,NORTH CAROLINA,RED MEAT,LB,650200000.0,0.0
2015,Q1,NORTH CAROLINA,TOMATOES,CWT,255750.0,0.0
2015,Q1,NORTH CAROLINA,TURKEYS,LB,155130000.0,0.0
2015,Q1,NORTH CAROLINA,WHEAT,BU,66095000.0,0.0
2015,Q1,NORTH CAROLINA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,NORTH DAKOTA,CANOLA,LB,1277500000.0,0.0
2015,Q1,NORTH DAKOTA,POTATOES,CWT,20600000.0,0.0
2015,Q1,NORTH DAKOTA,POTATOES,PCT BY GRADE,146.25,0.0
2015,Q1,NORTH DAKOTA,RED MEAT,LB,2300000.0,0.0
2015,Q1,NORTH DAKOTA,WHEAT,BU,538616500.0,0.0
2015,Q1,NORTH DAKOTA,WHEAT,PCT BY TYPE,50.0,0.0
2015,Q1,OHIO,CHEESE,LB,95361000.0,0.0
2015,Q1,OHIO,CHICKENS,LB,81827000.0,0.0
2015,Q1,OHIO,EGGS,DOZEN,205699800.0,0.0
2015,Q1,OHIO,EGGS,EGGS,2468400000.0,0.0
2015,Q1,OHIO,MILK,LB,1358000000.0,0.0
2015,Q1,OHIO,MILK,LB / HEAD,5065.0,0.0
2015,Q1,OHIO,POTATOES,CWT,224250.0,0.0
2015,Q1,OHIO,RED MEAT,LB,64100000.0,0.0
2015,Q1,OHIO,TOMATOES,CWT,221499.99999999994,0.0
2015,Q1,OHIO,TOMATOES,TONS,53345.0,0.0
2015,Q1,OHIO,TURKEYS,LB,44937000.0,0.0
2015,Q1,OHIO,WHEAT,BU,68777500.0,0.0
2015,Q1,OHIO,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,OKLAHOMA,CANOLA,LB,78500000.0,0.0
2015,Q1,OKLAHOMA,CHICKENS,LB,156700000.0,0.0
2015,Q1,OKLAHOMA,RED MEAT,LB,296300000.0,0.0
2015,Q1,OKLAHOMA,WHEAT,BU,202174999.99999997,0.0
2015,Q1,OKLAHOMA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,OREGON,CANOLA,LB,1234999.9999999998,0.0
2015,Q1,OREGON,CHEESE,LB,49742000.0,0.0
2015,Q1,OREGON,EGGS,DOZEN,30450000.0,0.0
2015,Q1,OREGON,EGGS,EGGS,365400000.0,0.0
2015,Q1,OREGON,MILK,LB,629000000.0,0.0
2015,Q1,OREGON,MILK,LB / HEAD,5035.0,0.0
2015,Q1,OREGON,POTATOES,CWT,17738000.000000004,0.0
2015,Q1,OREGON,POTATOES,PCT BY GRADE,96.75,0.0
2015,Q1,OREGON,RED MEAT,LB,18500000.0,0.0
2015,Q1,OREGON,WHEAT,BU,84716500.0,0.0
2015,Q1,OREGON,WHEAT,PCT BY TYPE,49.99999999999999,0.0
2015,Q1,PENNSYLVANIA,BUTTER,LB,26928000.0,0.0
2015,Q1,PENNSYLVANIA,CHEESE,LB,213917000.0,0.0
2015,Q1,PENNSYLVANIA,CHICKENS,LB,103879000.0,0.0
2015,Q1,PENNSYLVANIA,EGGS,DOZEN,324983200.0,0.0
2015,Q1,PENNSYLVANIA,EGGS,EGGS,3899800000.0,0.0
2015,Q1,PENNSYLVANIA,MILK,LB,2740077000.0,0.0
2015,Q1,PENNSYLVANIA,MILK,LB / HEAD,5085.0,0.0
2015,Q1,PENNSYLVANIA,POTATOES,CWT,1106500.0000000002,0.0
2015,Q1,PENNSYLVANIA,RED MEAT,LB,323600000.0,0.0
2015,Q1,PENNSYLVANIA,TOMATOES,CWT,97250.00000000001,0.0
2015,Q1,PENNSYLVANIA,TURKEYS,LB,38479000.0,0.0
2015,Q1,PENNSYLVANIA,WHEAT,BU,21477500.000000004,0.0
2015,Q1,PENNSYLVANIA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,RHODE ISLAND,POTATOES,CWT,70500.0,0.0
2015,Q1,SOUTH CAROLINA,CHICKENS,LB,379232000.0,0.0
2015,Q1,SOUTH CAROLINA,EGGS,DOZEN,48450000.0,0.0
2015,Q1,SOUTH CAROLINA,EGGS,EGGS,581400000.0,0.0
2015,Q1,SOUTH CAROLINA,RED MEAT,LB,59100000.0,0.0
2015,Q1,SOUTH CAROLINA,TOMATOES,CWT,216000.0,0.0
2015,Q1,SOUTH CAROLINA,WHEAT,BU,16600000.000000002,0.0
2015,Q1,SOUTH CAROLINA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,SOUTH DAKOTA,CHEESE,LB,69515000.0,0.0
2015,Q1,SOUTH DAKOTA,EGGS,DOZEN,31400000.0,0.0
2015,Q1,SOUTH DAKOTA,EGGS,EGGS,376800000.0,0.0
2015,Q1,SOUTH DAKOTA,MILK,LB,553000000.0,0.0
2015,Q1,SOUTH DAKOTA,MILK,LB / HEAD,5470.0,0.0
2015,Q1,SOUTH DAKOTA,RED MEAT,LB,296600000.0,0.0
2015,Q1,SOUTH DAKOTA,WHEAT,BU,178780500.0,0.0
2015,Q1,SOUTH DAKOTA,WHEAT,PCT BY TYPE,50.0,0.0
2015,Q1,TENNESSEE,CHICKENS,LB,287446000.0,0.0
2015,Q1,TENNESSEE,RED MEAT,LB,59700000.0,0.0
2015,Q1,TENNESSEE,TOMATOES,CWT,250749.99999999994,0.0
2015,Q1,TENNESSEE,WHEAT,BU,55249999.99999999,0.0
2015,Q1,TENNESSEE,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,TEXAS,CHICKENS,LB,690711000.0,0.0
2015,Q1,TEXAS,EGGS,DOZEN,103775100.0,0.0
2015,Q1,TEXAS,EGGS,EGGS,1245300000.0,0.0
2015,Q1,TEXAS,MILK,LB,2608000000.0,0.0
2015,Q1,TEXAS,MILK,LB / HEAD,5580.0,0.0
2015,Q1,TEXAS,POTATOES,CWT,5445000.0,0.0
2015,Q1,TEXAS,RED MEAT,LB,958800000.0,0.0
2015,Q1,TEXAS,RICE,CWT,14653000.000000002,0.0
2015,Q1,TEXAS,TOMATOES,CWT,20250.0,0.0
2015,Q1,TEXAS,TURKEYS,LB,21946000.0,0.0
2015,Q1,TEXAS,WHEAT,BU,254287500.0,0.0
2015,Q1,TEXAS,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,UTAH,EGGS,DOZEN,51766800.0,0.0
2015,Q1,UTAH,EGGS,EGGS,621200000.0,0.0
2015,Q1,UTAH,MILK,LB,550000000.0,0.0
2015,Q1,UTAH,MILK,LB / HEAD,5675.0,0.0
2015,Q1,UTAH,RED MEAT,LB,111700000.0,0.0
2015,Q1,UTAH,WHEAT,BU,6207499.999999999,0.0
2015,Q1,UTAH,WHEAT,PCT BY TYPE,50.0,0.0
2015,Q1,VERMONT,CHEESE,LB,54257000.0,0.0
2015,Q1,VERMONT,MILK,LB,657000000.0,0.0
2015,Q1,VERMONT,MILK,LB / HEAD,4975.0,0.0
2015,Q1,VIRGINIA,CHICKENS,LB,314534000.0,0.0
2015,Q1,VIRGINIA,EGGS,DOZEN,30866800.0,0.0
2015,Q1,VIRGINIA,EGGS,EGGS,370400000.0,0.0
2015,Q1,VIRGINIA,MILK,LB,448000000.0,0.0
2015,Q1,VIRGINIA,MILK,LB / HEAD,4835.0,0.0
2015,Q1,VIRGINIA,POTATOES,CWT,805000.0000000001,0.0
2015,Q1,VIRGINIA,RED MEAT,LB,131600000.0,0.0
2015,Q1,VIRGINIA,TOMATOES,CWT,154999.99999999997,0.0
2015,Q1,VIRGINIA,TURKEYS,LB,145925000.0,0.0
2015,Q1,VIRGINIA,WHEAT,BU,29373750.0,0.0
2015,Q1,VIRGINIA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,WASHINGTON,CANOLA,LB,17850000.0,0.0
2015,Q1,WASHINGTON,CHICKENS,LB,58805000.0,0.0
2015,Q1,WASHINGTON,EGGS,DOZEN,42650000.0,0.0
2015,Q1,WASHINGTON,EGGS,EGGS,511800000.0,0.0
2015,Q1,WASHINGTON,MILK,LB,1631000000.0,0.0
2015,Q1,WASHINGTON,MILK,LB / HEAD,5890.0,0.0
2015,Q1,WASHINGTON,POTATOES,CWT,75225000.0,0.0
2015,Q1,WASHINGTON,POTATOES,PCT BY GRADE,47.74999999999999,0.0
2015,Q1,WASHINGTON,RED MEAT,LB,195700000.0,0.0
2015,Q1,WASHINGTON,WHEAT,BU,231409999.99999997,0.0
2015,Q1,WASHINGTON,WHEAT,PCT BY TYPE,50.0,0.0
2015,Q1,WEST VIRGINIA,CHICKENS,LB,76077000.0,0.0
2015,Q1,WEST VIRGINIA,RED MEAT,LB,1500000.0,0.0
2015,Q1,WEST VIRGINIA,WHEAT,BU,274500.0,0.0
2015,Q1,WEST VIRGINIA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,WISCONSIN,CHEESE,LB,1856871000.0,0.0
2015,Q1,WISCONSIN,CHICKENS,LB,38581000.0,0.0
2015,Q1,WISCONSIN,EGGS,DOZEN,31691700.0,0.0
2015,Q1,WISCONSIN,EGGS,EGGS,380300000.0,0.0
2015,Q1,WISCONSIN,MILK,LB,7028000000.0,0.0
2015,Q1,WISCONSIN,MILK,LB / HEAD,5510.0,0.0
2015,Q1,WISCONSIN,POTATOES,CWT,22156500.0,0.0
2015,Q1,WISCONSIN,POTATOES,PCT BY GRADE,97.25,0.0
2015,Q1,WISCONSIN,RED MEAT,LB,262700000.0,0.0
2015,Q1,WISCONSIN,WHEAT,BU,32840000.000000004,0.0
2015,Q1,WISCONSIN,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q1,WYOMING,RED MEAT,LB,1200000.0,0.0
2015,Q1,WYOMING,WHEAT,BU,4330000.000000001,0.0
2015,Q1,WYOMING,WHEAT,PCT BY TYPE,24.999999999999996,0.0
2015,Q2,ALABAMA,CHICKENS,LB,1131163000.0,0.0
2015,Q2,ALABAMA,EGGS,DOZEN,90833200.0,0.0
2015,Q2,ALABAMA,EGGS,EGGS,1090000000.0,0.0
2015,Q2,ALABAMA,RED MEAT,LB,2300000.0,0.0
2015,Q2,ALABAMA,TOMATOES,CWT,96249.99999999999,0.0
2015,Q2,ALABAMA,WHEAT,BU,14455000.000000002,0.0
2015,Q2,ALABAMA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q2,ALASKA,POTATOES,CWT,69999.99999999999,0.0
2015,Q2,ARIZONA,MILK,LB,1259000000.0,0.0
2015,Q2,ARIZONA,MILK,LB / HEAD,6335.0,0.0
2015,Q2,ARIZONA,POTATOES,CWT,507499.9999999999,0.0
2015,Q2,ARIZONA,RED MEAT,LB,108900000.0,0.0
2015,Q2,ARIZONA,WHEAT,BU,26942000.000000004,0.0
2015,Q2,ARIZONA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q2,ARKANSAS,CHICKENS,LB,1068412000.0,0.0
2015,Q2,ARKANSAS,EGGS,DOZEN,138200200.0,0.0
2015,Q2,ARKANSAS,EGGS,EGGS,1658400000.0,0.0
2015,Q2,ARKANSAS,RED MEAT,LB,1000000.0,0.0
2015,Q2,ARKANSAS,RICE,CWT,145424875.00000003,0.0
2015,Q2,ARKANSAS,TOMATOES,CWT,37999.99999999999,0.0
2015,Q2,ARKANSAS,TURKEYS,LB,147724000.0,0.0
2015,Q2,ARKANSAS,WHEAT,BU,30975000.0,0.0
2015,Q2,ARKANSAS,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q2,CALIFORNIA,BUTTER,LB,156454000.0,0.0
2015,Q2,CALIFORNIA,CHEESE,LB,1746467000.0,0.0
2015,Q2,CALIFORNIA,CHICKENS,LB,305302000.0,0.0
2015,Q2,CALIFORNIA,EGGS,DOZEN,68066800.0,0.0
2015,Q2,CALIFORNIA,EGGS,EGGS,816800000.0,0.0
2015,Q2,CALIFORNIA,MILK,LB,10988596000.0,0.0
2015,Q2,CALIFORNIA,MILK,LB / HEAD,5995.0,0.0
2015,Q2,CALIFORNIA,POTATOES,CWT,8873500.0,0.0
2015,Q2,CALIFORNIA,RED MEAT,LB,318400000.0,0.0
2015,Q2,CALIFORNIA,RICE,CWT,52503250.00000001,0.0
2015,Q2,CALIFORNIA,TOMATOES,CWT,2193250.0000000005,0.0
2015,Q2,CALIFORNIA,TOMATOES,TONS,7167000.0,0.0
2015,Q2,CALIFORNIA,TURKEYS,LB,59988000.0,0.0
2015,Q2,CALIFORNIA,WHEAT,BU,37290000.0,0.0
2015,Q2,CALIFORNIA,WHEAT,PCT BY TYPE,25.0,0.0
2015,Q2,COLORADO,EGGS,DOZEN,27316800.0,0.0
2015,Q2,COLORADO,EGGS,EGGS,327800000.0,0.0
2015,Q2,COLORADO,MILK,LB,945000000.0,0.0
2015,Q2,COLORADO,MILK,LB / HEAD,6390.0,0.0
2015,Q2,COLORADO,POTATOES,CWT,16956750.0,0.0
