year,month,state,category,commodity,unit,value,disasterType,yearlyValue,endMonth,endYear
1980,FEB,FLORIDA,Dairy,MILK,LB,178000000,,2028000000,,
1980,FEB,FLORIDA,Dairy,MILK,LB / HEAD,960,,10875,,
1980,MAR,FLORIDA,Dairy,MILK,LB,192000000,,2028000000,,
1980,MAR,FLORIDA,Dairy,MILK,LB / HEAD,1040,,10875,,
1980,APR,FLORIDA,Dairy,MILK,LB,182000000,,2028000000,,
1980,APR,FLORIDA,Dairy,MILK,LB / HEAD,975,,10875,,
1980,MAY,FLORIDA,Dairy,MILK,LB,180000000,,2028000000,,
1980,MAY,FLORIDA,Dairy,MILK,LB / HEAD,965,,10875,,
1980,JUN,FLORIDA,Dairy,MILK,LB,163000000,,2028000000,,
1980,JUN,FLORIDA,Dairy,MILK,LB / HEAD,865,,10875,,
1980,JUL,FLORIDA,Dairy,MILK,LB,153000000,,2028000000,,
1980,JUL,FLORIDA,Dairy,MILK,LB / HEAD,820,,10875,,
1980,AUG,FLORIDA,Dairy,MILK,LB,150000000,,2028000000,,
1980,AUG,FLORIDA,Dairy,MILK,LB / HEAD,800,,10875,,
1980,SEP,FLORIDA,Dairy,MILK,LB,147000000,,2028000000,,
1980,SEP,FLORIDA,Dairy,MILK,LB / HEAD,785,,10875,,
1980,OCT,FLORIDA,Dairy,MILK,LB,159000000,,2028000000,,
1980,OCT,FLORIDA,Dairy,MILK,LB / HEAD,850,,10875,,
1980,NOV,FLORIDA,Dairy,MILK,LB,162000000,,2028000000,,
1980,NOV,FLORIDA,Dairy,MILK,LB / HEAD,865,,10875,,
1980,DEC,FLORIDA,Dairy,MILK,LB,179000000,,2028000000,,
1980,DEC,FLORIDA,Dairy,MILK,LB / HEAD,955,,10875,,
1980,JAN,GEORGIA,Dairy,MILK,LB,123000000,,1367000000,,
1980,JAN,GEORGIA,Dairy,MILK,LB / HEAD,945,,10480,,
1980,FEB,GEORGIA,Dairy,MILK,LB,114000000,,1367000000,,
1980,FEB,GEORGIA,Dairy,MILK,LB / HEAD,875,,10480,,
1980,MAR,GEORGIA,Dairy,MILK,LB,122000000,,1367000000,,
1980,MAR,GEORGIA,Dairy,MILK,LB / HEAD,935,,10480,,
1980,APR,GEORGIA,Dairy,MILK,LB,122000000,,1367000000,,
1980,APR,GEORGIA,Dairy,MILK,LB / HEAD,935,,10480,,
1980,MAY,GEORGIA,Dairy,MILK,LB,118000000,,1367000000,,
1980,MAY,GEORGIA,Dairy,MILK,LB / HEAD,905,,10480,,
1980,JUN,GEORGIA,Dairy,MILK,LB,105000000,,1367000000,,
1980,JUN,GEORGIA,Dairy,MILK,LB / HEAD,810,,10480,,
1980,JUL,GEORGIA,Dairy,MILK,LB,103000000,,1367000000,,
1980,JUL,GEORGIA,Dairy,MILK,LB / HEAD,790,,10480,,
1980,AUG,GEORGIA,Dairy,MILK,LB,106000000,,1367000000,,
1980,AUG,GEORGIA,Dairy,MILK,LB / HEAD,815,,10480,,
1980,SEP,GEORGIA,Dairy,MILK,LB,105000000,,1367000000,,
1980,SEP,GEORGIA,Dairy,MILK,LB / HEAD,800,,10480,,
1980,OCT,GEORGIA,Dairy,MILK,LB,115000000,,1367000000,,
1980,OCT,GEORGIA,Dairy,MILK,LB / HEAD,880,,10480,,
1980,NOV,GEORGIA,Dairy,MILK,LB,113000000,,1367000000,,
1980,NOV,GEORGIA,Dairy,MILK,LB / HEAD,860,,10480,,
1980,DEC,GEORGIA,Dairy,MILK,LB,121000000,,1367000000,,
1980,DEC,GEORGIA,Dairy,MILK,LB / HEAD,930,,10480,,
1980,JAN,IDAHO,Dairy,MILK,LB,149000000,,1947000000,,
1980,JAN,IDAHO,Dairy,MILK,LB / HEAD,1000,,12605,,
1980,FEB,IDAHO,Dairy,MILK,LB,141000000,,1947000000,,
1980,FEB,IDAHO,Dairy,MILK,LB / HEAD,940,,12605,,
1980,MAR,IDAHO,Dairy,MILK,LB,156000000,,1947000000,,
1980,MAR,IDAHO,Dairy,MILK,LB / HEAD,1020,,12605,,
1980,APR,IDAHO,Dairy,MILK,LB,158000000,,1947000000,,
1980,APR,IDAHO,Dairy,MILK,LB / HEAD,1020,,12605,,
1980,MAY,IDAHO,Dairy,MILK,LB,174000000,,1947000000,,
1980,MAY,IDAHO,Dairy,MILK,LB / HEAD,1130,,12605,,
1980,JUN,IDAHO,Dairy,MILK,LB,171000000,,1947000000,,
1980,JUN,IDAHO,Dairy,MILK,LB / HEAD,1110,,12605,,
1980,JUL,IDAHO,Dairy,MILK,LB,176000000,,1947000000,,
1980,JUL,IDAHO,Dairy,MILK,LB / HEAD,1140,,12605,,
1980,AUG,IDAHO,Dairy,MILK,LB,176000000,,1947000000,,
1980,AUG,IDAHO,Dairy,MILK,LB / HEAD,1130,,12605,,
1980,SEP,IDAHO,Dairy,MILK,LB,165000000,,1947000000,,
1980,SEP,IDAHO,Dairy,MILK,LB / HEAD,1060,,12605,,
1980,OCT,IDAHO,Dairy,MILK,LB,163000000,,1947000000,,
1980,OCT,IDAHO,Dairy,MILK,LB / HEAD,1045,,12605,,
1980,NOV,IDAHO,Dairy,MILK,LB,159000000,,1947000000,,
1980,NOV,IDAHO,Dairy,MILK,LB / HEAD,1005,,12605,,
1980,DEC,IDAHO,Dairy,MILK,LB,159000000,,1947000000,,
1980,DEC,IDAHO,Dairy,MILK,LB / HEAD,1005,,12605,,
1980,JAN,ILLINOIS,Dairy,MILK,LB,198000000,,2540000000,,
1980,JAN,ILLINOIS,Dairy,MILK,LB / HEAD,850,,10915,,
1980,FEB,ILLINOIS,Dairy,MILK,LB,204000000,,2540000000,,
1980,FEB,ILLINOIS,Dairy,MILK,LB / HEAD,875,,10915,,
1980,MAR,ILLINOIS,Dairy,MILK,LB,220000000,,2540000000,,
1980,MAR,ILLINOIS,Dairy,MILK,LB / HEAD,950,,10915,,
1980,APR,ILLINOIS,Dairy,MILK,LB,221000000,,2540000000,,
1980,APR,ILLINOIS,Dairy,MILK,LB / HEAD,950,,10915,,
1980,MAY,ILLINOIS,Dairy,MILK,LB,230000000,,2540000000,,
1980,MAY,ILLINOIS,Dairy,MILK,LB / HEAD,980,,10915,,
1980,JUN,ILLINOIS,Dairy,MILK,LB,221000000,,2540000000,,
1980,JUN,ILLINOIS,Dairy,MILK,LB / HEAD,950,,10915,,
1980,JUL,ILLINOIS,Dairy,MILK,LB,220000000,,2540000000,,
1980,JUL,ILLINOIS,Dairy,MILK,LB / HEAD,945,,10915,,
1980,AUG,ILLINOIS,Dairy,MILK,LB,216000000,,2540000000,,
1980,AUG,ILLINOIS,Dairy,MILK,LB / HEAD,925,,10915,,
1980,SEP,ILLINOIS,Dairy,MILK,LB,206000000,,2540000000,,
1980,SEP,ILLINOIS,Dairy,MILK,LB / HEAD,885,,10915,,
1980,OCT,ILLINOIS,Dairy,MILK,LB,209000000,,2540000000,,
1980,OCT,ILLINOIS,Dairy,MILK,LB / HEAD,895,,10915,,
1980,NOV,ILLINOIS,Dairy,MILK,LB,196000000,,2540000000,,
1980,NOV,ILLINOIS,Dairy,MILK,LB / HEAD,845,,10915,,
1980,DEC,ILLINOIS,Dairy,MILK,LB,199000000,,2540000000,,
1980,DEC,ILLINOIS,Dairy,MILK,LB / HEAD,865,,10915,,
1980,JAN,INDIANA,Dairy,MILK,LB,182000000,,2210000000,,
1980,JAN,INDIANA,Dairy,MILK,LB / HEAD,920,,10995,,
1980,FEB,INDIANA,Dairy,MILK,LB,169000000,,2210000000,,
1980,FEB,INDIANA,Dairy,MILK,LB / HEAD,860,,10995,,
1980,MAR,INDIANA,Dairy,MILK,LB,184000000,,2210000000,,
1980,MAR,INDIANA,Dairy,MILK,LB / HEAD,925,,10995,,
1980,APR,INDIANA,Dairy,MILK,LB,184000000,,2210000000,,
1980,APR,INDIANA,Dairy,MILK,LB / HEAD,925,,10995,,
1980,MAY,INDIANA,Dairy,MILK,LB,199000000,,2210000000,,
1980,MAY,INDIANA,Dairy,MILK,LB / HEAD,990,,10995,,
1980,JUN,INDIANA,Dairy,MILK,LB,193000000,,2210000000,,
1980,JUN,INDIANA,Dairy,MILK,LB / HEAD,960,,10995,,
1980,JUL,INDIANA,Dairy,MILK,LB,192000000,,2210000000,,
1980,JUL,INDIANA,Dairy,MILK,LB / HEAD,960,,10995,,
1980,AUG,INDIANA,Dairy,MILK,LB,185000000,,2210000000,,
1980,AUG,INDIANA,Dairy,MILK,LB / HEAD,925,,10995,,
1980,SEP,INDIANA,Dairy,MILK,LB,180000000,,2210000000,,
1980,SEP,INDIANA,Dairy,MILK,LB / HEAD,890,,10995,,
1980,OCT,INDIANA,Dairy,MILK,LB,181000000,,2210000000,,
1980,OCT,INDIANA,Dairy,MILK,LB / HEAD,885,,10995,,
1980,NOV,INDIANA,Dairy,MILK,LB,176000000,,2210000000,,
1980,NOV,INDIANA,Dairy,MILK,LB / HEAD,860,,10995,,
1980,DEC,INDIANA,Dairy,MILK,LB,185000000,,2210000000,,
1980,DEC,INDIANA,Dairy,MILK,LB / HEAD,895,,10995,,
1980,JAN,IOWA,Dairy,MILK,LB,312000000,,3994000000,,
1980,JAN,IOWA,Dairy,MILK,LB / HEAD,865,,10870,,
1980,FEB,IOWA,Dairy,MILK,LB,312000000,,3994000000,,
1980,FEB,IOWA,Dairy,MILK,LB / HEAD,855,,10870,,
1980,MAR,IOWA,Dairy,MILK,LB,332000000,,3994000000,,
1980,MAR,IOWA,Dairy,MILK,LB / HEAD,915,,10870,,
1980,APR,IOWA,Dairy,MILK,LB,332000000,,3994000000,,
1980,APR,IOWA,Dairy,MILK,LB / HEAD,910,,10870,,
1980,MAY,IOWA,Dairy,MILK,LB,360000000,,3994000000,,
1980,MAY,IOWA,Dairy,MILK,LB / HEAD,975,,10870,,
1980,JUN,IOWA,Dairy,MILK,LB,352000000,,3994000000,,
1980,JUN,IOWA,Dairy,MILK,LB / HEAD,960,,10870,,
1980,JUL,IOWA,Dairy,MILK,LB,351000000,,3994000000,,
1980,JUL,IOWA,Dairy,MILK,LB / HEAD,955,,10870,,
1980,AUG,IOWA,Dairy,MILK,LB,343000000,,3994000000,,
1980,AUG,IOWA,Dairy,MILK,LB / HEAD,930,,10870,,
1980,SEP,IOWA,Dairy,MILK,LB,328000000,,3994000000,,
1980,SEP,IOWA,Dairy,MILK,LB / HEAD,885,,10870,,
1980,OCT,IOWA,Dairy,MILK,LB,328000000,,3994000000,,
1980,OCT,IOWA,Dairy,MILK,LB / HEAD,885,,10870,,
1980,NOV,IOWA,Dairy,MILK,LB,320000000,,3994000000,,
1980,NOV,IOWA,Dairy,MILK,LB / HEAD,860,,10870,,
1980,DEC,IOWA,Dairy,MILK,LB,324000000,,3994000000,,
1980,DEC,IOWA,Dairy,MILK,LB / HEAD,875,,10870,,
1980,JAN,KANSAS,Dairy,MILK,LB,105000000,,1330000000,,
1980,JAN,KANSAS,Dairy,MILK,LB / HEAD,870,,10875,,
1980,FEB,KANSAS,Dairy,MILK,LB,99000000,,1330000000,,
1980,FEB,KANSAS,Dairy,MILK,LB / HEAD,810,,10875,,
1980,MAR,KANSAS,Dairy,MILK,LB,108000000,,1330000000,,
1980,MAR,KANSAS,Dairy,MILK,LB / HEAD,885,,10875,,
1980,APR,KANSAS,Dairy,MILK,LB,113000000,,1330000000,,
1980,APR,KANSAS,Dairy,MILK,LB / HEAD,930,,10875,,
1980,MAY,KANSAS,Dairy,MILK,LB,120000000,,1330000000,,
1980,MAY,KANSAS,Dairy,MILK,LB / HEAD,985,,10875,,
1980,JUN,KANSAS,Dairy,MILK,LB,114000000,Heat wave,1330000000,SEP,1980
1980,JUN,KANSAS,Dairy,MILK,LB / HEAD,930,Heat wave,10875,SEP,1980
1980,JUL,KANSAS,Dairy,MILK,LB,112000000,,1330000000,,
1980,JUL,KANSAS,Dairy,MILK,LB / HEAD,910,,10875,,
1980,AUG,KANSAS,Dairy,MILK,LB,113000000,,1330000000,,
1980,AUG,KANSAS,Dairy,MILK,LB / HEAD,920,,10875,,
1980,SEP,KANSAS,Dairy,MILK,LB,111000000,,1330000000,,
1980,SEP,KANSAS,Dairy,MILK,LB / HEAD,905,,10875,,
1980,OCT,KANSAS,Dairy,MILK,LB,113000000,,1330000000,,
1980,OCT,KANSAS,Dairy,MILK,LB / HEAD,920,,10875,,
1980,NOV,KANSAS,Dairy,MILK,LB,109000000,,1330000000,,
1980,NOV,KANSAS,Dairy,MILK,LB / HEAD,890,,10875,,
1980,DEC,KANSAS,Dairy,MILK,LB,113000000,,1330000000,,
1980,DEC,KANSAS,Dairy,MILK,LB / HEAD,920,,10875,,
1980,JAN,KENTUCKY,Dairy,MILK,LB,167000000,,2219000000,,
1980,JAN,KENTUCKY,Dairy,MILK,LB / HEAD,695,,9180,,
1980,FEB,KENTUCKY,Dairy,MILK,LB,161000000,,2219000000,,
1980,FEB,KENTUCKY,Dairy,MILK,LB / HEAD,670,,9180,,
1980,MAR,KENTUCKY,Dairy,MILK,LB,184000000,,2219000000,,
1980,MAR,KENTUCKY,Dairy,MILK,LB / HEAD,765,,9180,,
1980,APR,KENTUCKY,Dairy,MILK,LB,196000000,,2219000000,,
1980,APR,KENTUCKY,Dairy,MILK,LB / HEAD,815,,9180,,
1980,MAY,KENTUCKY,Dairy,MILK,LB,211000000,,2219000000,,
1980,MAY,KENTUCKY,Dairy,MILK,LB / HEAD,875,,9180,,
1980,JUN,KENTUCKY,Dairy,MILK,LB,198000000,,2219000000,,
1980,JUN,KENTUCKY,Dairy,MILK,LB / HEAD,820,,9180,,
1980,JUL,KENTUCKY,Dairy,MILK,LB,196000000,,2219000000,,
1980,JUL,KENTUCKY,Dairy,MILK,LB / HEAD,810,,9180,,
1980,AUG,KENTUCKY,Dairy,MILK,LB,196000000,,2219000000,,
1980,AUG,KENTUCKY,Dairy,MILK,LB / HEAD,805,,9180,,
1980,SEP,KENTUCKY,Dairy,MILK,LB,190000000,,2219000000,,
1980,SEP,KENTUCKY,Dairy,MILK,LB / HEAD,780,,9180,,
1980,OCT,KENTUCKY,Dairy,MILK,LB,185000000,,2219000000,,
1980,OCT,KENTUCKY,Dairy,MILK,LB / HEAD,760,,9180,,
1980,NOV,KENTUCKY,Dairy,MILK,LB,169000000,,2219000000,,
1980,NOV,KENTUCKY,Dairy,MILK,LB / HEAD,700,,9180,,
1980,DEC,KENTUCKY,Dairy,MILK,LB,166000000,,2219000000,,
1980,DEC,KENTUCKY,Dairy,MILK,LB / HEAD,685,,9180,,
1980,JAN,LOUISIANA,Dairy,MILK,LB,90000000,,1012000000,,
1980,JAN,LOUISIANA,Dairy,MILK,LB / HEAD,775,,8870,,
1980,FEB,LOUISIANA,Dairy,MILK,LB,87000000,,1012000000,,
1980,FEB,LOUISIANA,Dairy,MILK,LB / HEAD,750,,8870,,
1980,MAR,LOUISIANA,Dairy,MILK,LB,97000000,,1012000000,,
1980,MAR,LOUISIANA,Dairy,MILK,LB / HEAD,840,,8870,,
1980,APR,LOUISIANA,Dairy,MILK,LB,95000000,,1012000000,,
1980,APR,LOUISIANA,Dairy,MILK,LB / HEAD,835,,8870,,
1980,MAY,LOUISIANA,Dairy,MILK,LB,92000000,,1012000000,,
1980,MAY,LOUISIANA,Dairy,MILK,LB / HEAD,800,,8870,,
1980,JUN,LOUISIANA,Dairy,MILK,LB,81000000,,1012000000,,
1980,JUN,LOUISIANA,Dairy,MILK,LB / HEAD,705,,8870,,
1980,JUL,LOUISIANA,Dairy,MILK,LB,78000000,,1012000000,,
1980,JUL,LOUISIANA,Dairy,MILK,LB / HEAD,685,,8870,,
1980,AUG,LOUISIANA,Dairy,MILK,LB,79000000,Tropical cyclone,1012000000,AUG,1980
1980,AUG,LOUISIANA,Dairy,MILK,LB / HEAD,700,Tropical cyclone,8870,AUG,1980
1980,SEP,LOUISIANA,Dairy,MILK,LB,74000000,,1012000000,,
1980,SEP,LOUISIANA,Dairy,MILK,LB / HEAD,655,,8870,,
1980,OCT,LOUISIANA,Dairy,MILK,LB,77000000,,1012000000,,
1980,OCT,LOUISIANA,Dairy,MILK,LB / HEAD,685,,8870,,
1980,NOV,LOUISIANA,Dairy,MILK,LB,76000000,,1012000000,,
1980,NOV,LOUISIANA,Dairy,MILK,LB / HEAD,675,,8870,,
1980,DEC,LOUISIANA,Dairy,MILK,LB,86000000,,1012000000,,
1980,DEC,LOUISIANA,Dairy,MILK,LB / HEAD,765,,8870,,
1980,JAN,MARYLAND,Dairy,MILK,LB,127000000,,1520000000,,
1980,JAN,MARYLAND,Dairy,MILK,LB / HEAD,1010,,12025,,
1980,FEB,MARYLAND,Dairy,MILK,LB,120000000,,1520000000,,
1980,FEB,MARYLAND,Dairy,MILK,LB / HEAD,950,,12025,,
1980,MAR,MARYLAND,Dairy,MILK,LB,129000000,,1520000000,,
1980,MAR,MARYLAND,Dairy,MILK,LB / HEAD,1025,,12025,,
1980,APR,MARYLAND,Dairy,MILK,LB,129000000,,1520000000,,
1980,APR,MARYLAND,Dairy,MILK,LB / HEAD,1025,,12025,,
1980,MAY,MARYLAND,Dairy,MILK,LB,135000000,,1520000000,,
1980,MAY,MARYLAND,Dairy,MILK,LB / HEAD,1070,,12025,,
1980,JUN,MARYLAND,Dairy,MILK,LB,126000000,,1520000000,,
1980,JUN,MARYLAND,Dairy,MILK,LB / HEAD,1000,,12025,,
1980,JUL,MARYLAND,Dairy,MILK,LB,125000000,,1520000000,,
1980,JUL,MARYLAND,Dairy,MILK,LB / HEAD,990,,12025,,
1980,AUG,MARYLAND,Dairy,MILK,LB,127000000,,1520000000,,
1980,AUG,MARYLAND,Dairy,MILK,LB / HEAD,1000,,12025,,
1980,SEP,MARYLAND,Dairy,MILK,LB,123000000,,1520000000,,
1980,SEP,MARYLAND,Dairy,MILK,LB / HEAD,970,,12025,,
1980,OCT,MARYLAND,Dairy,MILK,LB,127000000,,1520000000,,
1980,OCT,MARYLAND,Dairy,MILK,LB / HEAD,1000,,12025,,
1980,NOV,MARYLAND,Dairy,MILK,LB,123000000,,1520000000,,
1980,NOV,MARYLAND,Dairy,MILK,LB / HEAD,970,,12025,,
1980,DEC,MARYLAND,Dairy,MILK,LB,129000000,,1520000000,,
1980,DEC,MARYLAND,Dairy,MILK,LB / HEAD,1015,,12025,,
1980,JAN,MICHIGAN,Dairy,MILK,LB,410000000,,4970000000,,
1980,JAN,MICHIGAN,Dairy,MILK,LB / HEAD,1025,,12580,,
1980,FEB,MICHIGAN,Dairy,MILK,LB,389000000,,4970000000,,
1980,FEB,MICHIGAN,Dairy,MILK,LB / HEAD,980,,12580,,
1980,MAR,MICHIGAN,Dairy,MILK,LB,421000000,,4970000000,,
1980,MAR,MICHIGAN,Dairy,MILK,LB / HEAD,1060,,12580,,
1980,APR,MICHIGAN,Dairy,MILK,LB,415000000,,4970000000,,
1980,APR,MICHIGAN,Dairy,MILK,LB / HEAD,1050,,12580,,
1980,MAY,MICHIGAN,Dairy,MILK,LB,434000000,,4970000000,,
1980,MAY,MICHIGAN,Dairy,MILK,LB / HEAD,1095,,12580,,
1980,JUN,MICHIGAN,Dairy,MILK,LB,424000000,,4970000000,,
1980,JUN,MICHIGAN,Dairy,MILK,LB / HEAD,1065,,12580,,
1980,JUL,MICHIGAN,Dairy,MILK,LB,427000000,,4970000000,,
1980,JUL,MICHIGAN,Dairy,MILK,LB / HEAD,1080,,12580,,
1980,AUG,MICHIGAN,Dairy,MILK,LB,422000000,,4970000000,,
1980,AUG,MICHIGAN,Dairy,MILK,LB / HEAD,1070,,12580,,
1980,SEP,MICHIGAN,Dairy,MILK,LB,412000000,,4970000000,,
1980,SEP,MICHIGAN,Dairy,MILK,LB / HEAD,1045,,12580,,
1980,OCT,MICHIGAN,Dairy,MILK,LB,412000000,,4970000000,,
1980,OCT,MICHIGAN,Dairy,MILK,LB / HEAD,1050,,12580,,
1980,NOV,MICHIGAN,Dairy,MILK,LB,394000000,,4970000000,,
1980,NOV,MICHIGAN,Dairy,MILK,LB / HEAD,1010,,12580,,
1980,DEC,MICHIGAN,Dairy,MILK,LB,410000000,,4970000000,,
