year,month,state,category,commodity,unit,value,disasterType,yearlyValue,endMonth,endYear
1980,JUN,FLORIDA,Livestock,RED MEAT,LB,16700000,,212000000,,
1980,JUL,FLORIDA,Livestock,RED MEAT,LB,17600000,,212000000,,
1980,AUG,FLORIDA,Livestock,RED MEAT,LB,18700000,,212000000,,
1980,SEP,FLORIDA,Livestock,RED MEAT,LB,18000000,,212000000,,
1980,OCT,FLORIDA,Livestock,RED MEAT,LB,20100000,,212000000,,
1980,NOV,FLORIDA,Livestock,RED MEAT,LB,16000000,,212000000,,
1980,DEC,FLORIDA,Livestock,RED MEAT,LB,17300000,,212000000,,
1980,JAN,GEORGIA,Livestock,RED MEAT,LB,43200000,,455100000,,
1980,FEB,GEORGIA,Livestock,RED MEAT,LB,38000000,,455100000,,
1980,MAR,GEORGIA,Livestock,RED MEAT,LB,40500000,,455100000,,
1980,APR,GEORGIA,Livestock,RED MEAT,LB,42300000,,455100000,,
1980,MAY,GEORGIA,Livestock,RED MEAT,LB,35100000,,455100000,,
1980,JUN,GEORGIA,Livestock,RED MEAT,LB,35100000,,455100000,,
1980,JUL,GEORGIA,Livestock,RED MEAT,LB,34600000,,455100000,,
1980,AUG,GEORGIA,Livestock,RED MEAT,LB,34400000,,455100000,,
1980,SEP,GEORGIA,Livestock,RED MEAT,LB,36800000,,455100000,,
1980,OCT,GEORGIA,Livestock,RED MEAT,LB,42000000,,455100000,,
1980,NOV,GEORGIA,Livestock,RED MEAT,LB,35500000,,455100000,,
1980,DEC,GEORGIA,Livestock,RED MEAT,LB,37600000,,455100000,,
1980,JAN,HAWAII,Livestock,RED MEAT,LB,3100000,,35300000,,
1980,FEB,HAWAII,Livestock,RED MEAT,LB,2900000,,35300000,,
1980,MAR,HAWAII,Livestock,RED MEAT,LB,3100000,,35300000,,
1980,APR,HAWAII,Livestock,RED MEAT,LB,3100000,,35300000,,
1980,MAY,HAWAII,Livestock,RED MEAT,LB,3100000,,35300000,,
1980,JUN,HAWAII,Livestock,RED MEAT,LB,3000000,,35300000,,
1980,JUL,HAWAII,Livestock,RED MEAT,LB,3100000,,35300000,,
1980,AUG,HAWAII,Livestock,RED MEAT,LB,2700000,,35300000,,
1980,SEP,HAWAII,Livestock,RED MEAT,LB,2800000,,35300000,,
1980,OCT,HAWAII,Livestock,RED MEAT,LB,2700000,,35300000,,
1980,NOV,HAWAII,Livestock,RED MEAT,LB,2500000,,35300000,,
1980,DEC,HAWAII,Livestock,RED MEAT,LB,3200000,,35300000,,
1980,JAN,IDAHO,Livestock,RED MEAT,LB,48300000,,543300000,,
1980,FEB,IDAHO,Livestock,RED MEAT,LB,41200000,,543300000,,
1980,MAR,IDAHO,Livestock,RED MEAT,LB,41400000,,543300000,,
1980,APR,IDAHO,Livestock,RED MEAT,LB,42900000,,543300000,,
1980,MAY,IDAHO,Livestock,RED MEAT,LB,44200000,,543300000,,
1980,JUN,IDAHO,Livestock,RED MEAT,LB,42400000,,543300000,,
1980,JUL,IDAHO,Livestock,RED MEAT,LB,46300000,,543300000,,
1980,AUG,IDAHO,Livestock,RED MEAT,LB,46000000,,543300000,,
1980,SEP,IDAHO,Livestock,RED MEAT,LB,46400000,,543300000,,
1980,OCT,IDAHO,Livestock,RED MEAT,LB,50900000,,543300000,,
1980,NOV,IDAHO,Livestock,RED MEAT,LB,43600000,,543300000,,
1980,DEC,IDAHO,Livestock,RED MEAT,LB,49700000,,543300000,,
1980,JAN,ILLINOIS,Livestock,RED MEAT,LB,195600000,,2248300000,,
1980,FEB,ILLINOIS,Livestock,RED MEAT,LB,169000000,,2248300000,,
1980,MAR,ILLINOIS,Livestock,RED MEAT,LB,183900000,,2248300000,,
1980,APR,ILLINOIS,Livestock,RED MEAT,LB,202300000,,2248300000,,
1980,MAY,ILLINOIS,Livestock,RED MEAT,LB,188100000,,2248300000,,
1980,JUN,ILLINOIS,Livestock,RED MEAT,LB,185200000,,2248300000,,
1980,JUL,ILLINOIS,Livestock,RED MEAT,LB,184000000,,2248300000,,
1980,AUG,ILLINOIS,Livestock,RED MEAT,LB,174000000,,2248300000,,
1980,SEP,ILLINOIS,Livestock,RED MEAT,LB,186400000,,2248300000,,
1980,OCT,ILLINOIS,Livestock,RED MEAT,LB,204300000,,2248300000,,
1980,NOV,ILLINOIS,Livestock,RED MEAT,LB,180800000,,2248300000,,
1980,DEC,ILLINOIS,Livestock,RED MEAT,LB,194700000,,2248300000,,
1980,JAN,INDIANA,Livestock,RED MEAT,LB,64900000,,772800000,,
1980,FEB,INDIANA,Livestock,RED MEAT,LB,57800000,,772800000,,
1980,MAR,INDIANA,Livestock,RED MEAT,LB,62000000,,772800000,,
1980,APR,INDIANA,Livestock,RED MEAT,LB,69600000,,772800000,,
1980,MAY,INDIANA,Livestock,RED MEAT,LB,69700000,,772800000,,
1980,JUN,INDIANA,Livestock,RED MEAT,LB,63000000,,772800000,,
1980,JUL,INDIANA,Livestock,RED MEAT,LB,63800000,,772800000,,
1980,AUG,INDIANA,Livestock,RED MEAT,LB,60200000,,772800000,,
1980,SEP,INDIANA,Livestock,RED MEAT,LB,62000000,,772800000,,
1980,OCT,INDIANA,Livestock,RED MEAT,LB,71500000,,772800000,,
1980,NOV,INDIANA,Livestock,RED MEAT,LB,61500000,,772800000,,
1980,DEC,INDIANA,Livestock,RED MEAT,LB,66800000,,772800000,,
1980,JAN,IOWA,Livestock,RED MEAT,LB,579700000,,6515200000,,
1980,FEB,IOWA,Livestock,RED MEAT,LB,516800000,,6515200000,,
1980,MAR,IOWA,Livestock,RED MEAT,LB,544200000,,6515200000,,
1980,APR,IOWA,Livestock,RED MEAT,LB,579500000,,6515200000,,
1980,MAY,IOWA,Livestock,RED MEAT,LB,595700000,,6515200000,,
1980,JUN,IOWA,Livestock,RED MEAT,LB,516200000,,6515200000,,
1980,JUL,IOWA,Livestock,RED MEAT,LB,499200000,,6515200000,,
1980,AUG,IOWA,Livestock,RED MEAT,LB,485700000,,6515200000,,
1980,SEP,IOWA,Livestock,RED MEAT,LB,524200000,,6515200000,,
1980,OCT,IOWA,Livestock,RED MEAT,LB,574400000,,6515200000,,
1980,NOV,IOWA,Livestock,RED MEAT,LB,532300000,,6515200000,,
1980,DEC,IOWA,Livestock,RED MEAT,LB,567300000,,6515200000,,
1980,JAN,KANSAS,Livestock,RED MEAT,LB,202700000,,2251900000,,
1980,FEB,KANSAS,Livestock,RED MEAT,LB,179800000,,2251900000,,
1980,MAR,KANSAS,Livestock,RED MEAT,LB,172600000,,2251900000,,
1980,APR,KANSAS,Livestock,RED MEAT,LB,189200000,,2251900000,,
1980,MAY,KANSAS,Livestock,RED MEAT,LB,177900000,,2251900000,,
1980,JUN,KANSAS,Livestock,RED MEAT,LB,171100000,Heat wave,2251900000,SEP,1980
1980,JUL,KANSAS,Livestock,RED MEAT,LB,170200000,,2251900000,,
1980,AUG,KANSAS,Livestock,RED MEAT,LB,172500000,,2251900000,,
1980,SEP,KANSAS,Livestock,RED MEAT,LB,190800000,,2251900000,,
1980,OCT,KANSAS,Livestock,RED MEAT,LB,222500000,,2251900000,,
1980,NOV,KANSAS,Livestock,RED MEAT,LB,189000000,,2251900000,,
1980,DEC,KANSAS,Livestock,RED MEAT,LB,213600000,,2251900000,,
1980,JAN,KENTUCKY,Livestock,RED MEAT,LB,46700000,,535800000,,
1980,FEB,KENTUCKY,Livestock,RED MEAT,LB,41300000,,535800000,,
1980,MAR,KENTUCKY,Livestock,RED MEAT,LB,42800000,,535800000,,
1980,APR,KENTUCKY,Livestock,RED MEAT,LB,50000000,,535800000,,
1980,MAY,KENTUCKY,Livestock,RED MEAT,LB,43800000,,535800000,,
1980,JUN,KENTUCKY,Livestock,RED MEAT,LB,39800000,,535800000,,
1980,JUL,KENTUCKY,Livestock,RED MEAT,LB,42400000,,535800000,,
1980,AUG,KENTUCKY,Livestock,RED MEAT,LB,39800000,,535800000,,
1980,SEP,KENTUCKY,Livestock,RED MEAT,LB,43500000,,535800000,,
1980,OCT,KENTUCKY,Livestock,RED MEAT,LB,50500000,,535800000,,
1980,NOV,KENTUCKY,Livestock,RED MEAT,LB,47300000,,535800000,,
1980,DEC,KENTUCKY,Livestock,RED MEAT,LB,47900000,,535800000,,
1980,JAN,LOUISIANA,Livestock,RED MEAT,LB,11100000,,131800000,,
1980,FEB,LOUISIANA,Livestock,RED MEAT,LB,10100000,,131800000,,
1980,MAR,LOUISIANA,Livestock,RED MEAT,LB,10300000,,131800000,,
1980,APR,LOUISIANA,Livestock,RED MEAT,LB,10500000,,131800000,,
1980,MAY,LOUISIANA,Livestock,RED MEAT,LB,10400000,,131800000,,
1980,JUN,LOUISIANA,Livestock,RED MEAT,LB,10800000,,131800000,,
1980,JUL,LOUISIANA,Livestock,RED MEAT,LB,11400000,,131800000,,
1980,AUG,LOUISIANA,Livestock,RED MEAT,LB,10400000,Tropical cyclone,131800000,AUG,1980
1980,SEP,LOUISIANA,Livestock,RED MEAT,LB,11900000,,131800000,,
1980,OCT,LOUISIANA,Livestock,RED MEAT,LB,12900000,,131800000,,
1980,NOV,LOUISIANA,Livestock,RED MEAT,LB,10800000,,131800000,,
1980,DEC,LOUISIANA,Livestock,RED MEAT,LB,11200000,,131800000,,
1980,JAN,MICHIGAN,Livestock,RED MEAT,LB,112800000,,1106000000,,
1980,FEB,MICHIGAN,Livestock,RED MEAT,LB,98300000,,1106000000,,
1980,MAR,MICHIGAN,Livestock,RED MEAT,LB,93400000,,1106000000,,
1980,APR,MICHIGAN,Livestock,RED MEAT,LB,103000000,,1106000000,,
1980,MAY,MICHIGAN,Livestock,RED MEAT,LB,100100000,,1106000000,,
1980,JUN,MICHIGAN,Livestock,RED MEAT,LB,92900000,,1106000000,,
1980,JUL,MICHIGAN,Livestock,RED MEAT,LB,59000000,,1106000000,,
1980,AUG,MICHIGAN,Livestock,RED MEAT,LB,55300000,,1106000000,,
1980,SEP,MICHIGAN,Livestock,RED MEAT,LB,80300000,,1106000000,,
1980,OCT,MICHIGAN,Livestock,RED MEAT,LB,108900000,,1106000000,,
1980,NOV,MICHIGAN,Livestock,RED MEAT,LB,97500000,,1106000000,,
1980,DEC,MICHIGAN,Livestock,RED MEAT,LB,104500000,,1106000000,,
1980,JAN,MINNESOTA,Livestock,RED MEAT,LB,138000000,,1566100000,,
1980,FEB,MINNESOTA,Livestock,RED MEAT,LB,122100000,,1566100000,,
1980,MAR,MINNESOTA,Livestock,RED MEAT,LB,126900000,,1566100000,,
1980,APR,MINNESOTA,Livestock,RED MEAT,LB,131300000,,1566100000,,
1980,MAY,MINNESOTA,Livestock,RED MEAT,LB,133800000,,1566100000,,
1980,JUN,MINNESOTA,Livestock,RED MEAT,LB,124200000,,1566100000,,
1980,JUL,MINNESOTA,Livestock,RED MEAT,LB,124200000,,1566100000,,
1980,AUG,MINNESOTA,Livestock,RED MEAT,LB,118400000,,1566100000,,
1980,SEP,MINNESOTA,Livestock,RED MEAT,LB,128200000,,1566100000,,
1980,OCT,MINNESOTA,Livestock,RED MEAT,LB,144100000,,1566100000,,
1980,NOV,MINNESOTA,Livestock,RED MEAT,LB,131400000,,1566100000,,
1980,DEC,MINNESOTA,Livestock,RED MEAT,LB,143500000,,1566100000,,
1980,JAN,MISSISSIPPI,Livestock,RED MEAT,LB,39000000,,460400000,,
1980,FEB,MISSISSIPPI,Livestock,RED MEAT,LB,33800000,,460400000,,
1980,MAR,MISSISSIPPI,Livestock,RED MEAT,LB,35200000,,460400000,,
1980,APR,MISSISSIPPI,Livestock,RED MEAT,LB,39300000,,460400000,,
1980,MAY,MISSISSIPPI,Livestock,RED MEAT,LB,39000000,,460400000,,
1980,JUN,MISSISSIPPI,Livestock,RED MEAT,LB,35900000,,460400000,,
1980,JUL,MISSISSIPPI,Livestock,RED MEAT,LB,35300000,,460400000,,
1980,AUG,MISSISSIPPI,Livestock,RED MEAT,LB,37100000,,460400000,,
1980,SEP,MISSISSIPPI,Livestock,RED MEAT,LB,40600000,,460400000,,
1980,OCT,MISSISSIPPI,Livestock,RED MEAT,LB,44900000,,460400000,,
1980,NOV,MISSISSIPPI,Livestock,RED MEAT,LB,38200000,,460400000,,
1980,DEC,MISSISSIPPI,Livestock,RED MEAT,LB,42100000,,460400000,,
1980,JAN,MISSOURI,Livestock,RED MEAT,LB,84800000,,1024300000,,
1980,FEB,MISSOURI,Livestock,RED MEAT,LB,76400000,,1024300000,,
1980,MAR,MISSOURI,Livestock,RED MEAT,LB,73400000,,1024300000,,
1980,APR,MISSOURI,Livestock,RED MEAT,LB,90500000,,1024300000,,
1980,MAY,MISSOURI,Livestock,RED MEAT,LB,92100000,,1024300000,,
1980,JUN,MISSOURI,Livestock,RED MEAT,LB,81600000,Heat wave,1024300000,SEP,1980
1980,JUL,MISSOURI,Livestock,RED MEAT,LB,78400000,,1024300000,,
1980,AUG,MISSOURI,Livestock,RED MEAT,LB,79400000,,1024300000,,
1980,SEP,MISSOURI,Livestock,RED MEAT,LB,84800000,,1024300000,,
1980,OCT,MISSOURI,Livestock,RED MEAT,LB,98500000,,1024300000,,
1980,NOV,MISSOURI,Livestock,RED MEAT,LB,89900000,,1024300000,,
1980,DEC,MISSOURI,Livestock,RED MEAT,LB,94500000,,1024300000,,
1980,JAN,MONTANA,Livestock,RED MEAT,LB,16000000,,183100000,,
1980,FEB,MONTANA,Livestock,RED MEAT,LB,14400000,,183100000,,
1980,MAR,MONTANA,Livestock,RED MEAT,LB,13200000,,183100000,,
1980,APR,MONTANA,Livestock,RED MEAT,LB,15400000,,183100000,,
1980,MAY,MONTANA,Livestock,RED MEAT,LB,15700000,,183100000,,
1980,JUN,MONTANA,Livestock,RED MEAT,LB,15200000,,183100000,,
1980,JUL,MONTANA,Livestock,RED MEAT,LB,15200000,,183100000,,
1980,AUG,MONTANA,Livestock,RED MEAT,LB,15300000,,183100000,,
1980,SEP,MONTANA,Livestock,RED MEAT,LB,15100000,,183100000,,
1980,OCT,MONTANA,Livestock,RED MEAT,LB,16900000,,183100000,,
1980,NOV,MONTANA,Livestock,RED MEAT,LB,14600000,,183100000,,
1980,DEC,MONTANA,Livestock,RED MEAT,LB,16100000,,183100000,,
1980,JAN,NEBRASKA,Livestock,RED MEAT,LB,399500000,,4466000000,,
1980,FEB,NEBRASKA,Livestock,RED MEAT,LB,357200000,,4466000000,,
1980,MAR,NEBRASKA,Livestock,RED MEAT,LB,351400000,,4466000000,,
1980,APR,NEBRASKA,Livestock,RED MEAT,LB,359500000,,4466000000,,
1980,MAY,NEBRASKA,Livestock,RED MEAT,LB,394200000,,4466000000,,
1980,JUN,NEBRASKA,Livestock,RED MEAT,LB,354200000,Tropical cyclone,4466000000,JUN,1980
1980,JUL,NEBRASKA,Livestock,RED MEAT,LB,358500000,,4466000000,,
1980,AUG,NEBRASKA,Livestock,RED MEAT,LB,349700000,,4466000000,,
1980,SEP,NEBRASKA,Livestock,RED MEAT,LB,358600000,,4466000000,,
1980,OCT,NEBRASKA,Livestock,RED MEAT,LB,411600000,,4466000000,,
1980,NOV,NEBRASKA,Livestock,RED MEAT,LB,368400000,,4466000000,,
1980,DEC,NEBRASKA,Livestock,RED MEAT,LB,403200000,,4466000000,,
1980,JAN,NEVADA,Livestock,RED MEAT,LB,400000,,4300000,,
1980,FEB,NEVADA,Livestock,RED MEAT,LB,300000,,4300000,,
1980,MAR,NEVADA,Livestock,RED MEAT,LB,300000,,4300000,,
1980,APR,NEVADA,Livestock,RED MEAT,LB,400000,,4300000,,
1980,MAY,NEVADA,Livestock,RED MEAT,LB,400000,,4300000,,
1980,JUN,NEVADA,Livestock,RED MEAT,LB,300000,,4300000,,
1980,JUL,NEVADA,Livestock,RED MEAT,LB,400000,,4300000,,
1980,AUG,NEVADA,Livestock,RED MEAT,LB,300000,,4300000,,
1980,SEP,NEVADA,Livestock,RED MEAT,LB,300000,,4300000,,
1980,OCT,NEVADA,Livestock,RED MEAT,LB,400000,,4300000,,
1980,NOV,NEVADA,Livestock,RED MEAT,LB,400000,,4300000,,
1980,DEC,NEVADA,Livestock,RED MEAT,LB,400000,,4300000,,
1980,JAN,NEW JERSEY,Livestock,RED MEAT,LB,12600000,,147200000,,
1980,FEB,NEW JERSEY,Livestock,RED MEAT,LB,10900000,,147200000,,
1980,MAR,NEW JERSEY,Livestock,RED MEAT,LB,12000000,,147200000,,
1980,APR,NEW JERSEY,Livestock,RED MEAT,LB,11700000,,147200000,,
1980,MAY,NEW JERSEY,Livestock,RED MEAT,LB,12000000,,147200000,,
1980,JUN,NEW JERSEY,Livestock,RED MEAT,LB,12900000,,147200000,,
1980,JUL,NEW JERSEY,Livestock,RED MEAT,LB,12800000,,147200000,,
1980,AUG,NEW JERSEY,Livestock,RED MEAT,LB,11800000,,147200000,,
1980,SEP,NEW JERSEY,Livestock,RED MEAT,LB,10900000,,147200000,,
1980,OCT,NEW JERSEY,Livestock,RED MEAT,LB,14000000,,147200000,,
1980,NOV,NEW JERSEY,Livestock,RED MEAT,LB,11600000,,147200000,,
1980,DEC,NEW JERSEY,Livestock,RED MEAT,LB,14000000,,147200000,,
1980,JAN,NEW MEXICO,Livestock,RED MEAT,LB,30900000,,270200000,,
1980,FEB,NEW MEXICO,Livestock,RED MEAT,LB,29100000,,270200000,,
1980,MAR,NEW MEXICO,Livestock,RED MEAT,LB,27600000,,270200000,,
1980,APR,NEW MEXICO,Livestock,RED MEAT,LB,28600000,,270200000,,
1980,MAY,NEW MEXICO,Livestock,RED MEAT,LB,27800000,,270200000,,
1980,JUN,NEW MEXICO,Livestock,RED MEAT,LB,26300000,,270200000,,
1980,JUL,NEW MEXICO,Livestock,RED MEAT,LB,21700000,,270200000,,
1980,AUG,NEW MEXICO,Livestock,RED MEAT,LB,21800000,,270200000,,
1980,SEP,NEW MEXICO,Livestock,RED MEAT,LB,20500000,,270200000,,
1980,OCT,NEW MEXICO,Livestock,RED MEAT,LB,13600000,,270200000,,
1980,NOV,NEW MEXICO,Livestock,RED MEAT,LB,10400000,,270200000,,
1980,DEC,NEW MEXICO,Livestock,RED MEAT,LB,11900000,,270200000,,
1980,JAN,NEW YORK,Livestock,RED MEAT,LB,24500000,,257200000,,
1980,FEB,NEW YORK,Livestock,RED MEAT,LB,20500000,,257200000,,
1980,MAR,NEW YORK,Livestock,RED MEAT,LB,21100000,,257200000,,
1980,APR,NEW YORK,Livestock,RED MEAT,LB,21900000,,257200000,,
1980,MAY,NEW YORK,Livestock,RED MEAT,LB,20500000,,257200000,,
1980,JUN,NEW YORK,Livestock,RED MEAT,LB,19400000,,257200000,,
1980,JUL,NEW YORK,Livestock,RED MEAT,LB,21500000,,257200000,,
1980,AUG,NEW YORK,Livestock,RED MEAT,LB,20200000,,257200000,,
1980,SEP,NEW YORK,Livestock,RED MEAT,LB,21600000,,257200000,,
1980,OCT,NEW YORK,Livestock,RED MEAT,LB,24400000,,257200000,,
1980,NOV,NEW YORK,Livestock,RED MEAT,LB,20200000,,257200000,,
1980,DEC,NEW YORK,Livestock,RED MEAT,LB,21400000,,257200000,,
1980,JAN,NORTH CAROLINA,Livestock,RED MEAT,LB,44200000,,488800000,,
1980,FEB,NORTH CAROLINA,Livestock,RED MEAT,LB,39500000,,488800000,,
1980,MAR,NORTH CAROLINA,Livestock,RED MEAT,LB,39700000,,488800000,,
1980,APR,NORTH CAROLINA,Livestock,RED MEAT,LB,44000000,,488800000,,
1980,MAY,NORTH CAROLINA,Livestock,RED MEAT,LB,41600000,,488800000,,
1980,JUN,NORTH CAROLINA,Livestock,RED MEAT,LB,38400000,,488800000,,
1980,JUL,NORTH CAROLINA,Livestock,RED MEAT,LB,35800000,,488800000,,
1980,AUG,NORTH CAROLINA,Livestock,RED MEAT,LB,36000000,,488800000,,
1980,SEP,NORTH CAROLINA,Livestock,RED MEAT,LB,40500000,,488800000,,
1980,OCT,NORTH CAROLINA,Livestock,RED MEAT,LB,45900000,,488800000,,
1980,NOV,NORTH CAROLINA,Livestock,RED MEAT,LB,40500000,,488800000,,
1980,DEC,NORTH CAROLINA,Livestock,RED MEAT,LB,42700000,,488800000,,
1980,JAN,NORTH DAKOTA,Livestock,RED MEAT,LB,3000000,,81300000,,
1980,FEB,NORTH DAKOTA,Livestock,RED MEAT,LB,2900000,,81300000,,
1980,MAR,NORTH DAKOTA,Livestock,RED MEAT,LB,2800000,,81300000,,
1980,APR,NORTH DAKOTA,Livestock,RED MEAT,LB,3000000,,81300000,,
1980,MAY,NORTH DAKOTA,Livestock,RED MEAT,LB,7900000,,81300000,,
1980,JUN,NORTH DAKOTA,Livestock,RED MEAT,LB,7400000,,81300000,,
1980,JUL,NORTH DAKOTA,Livestock,RED MEAT,LB,8200000,,81300000,,
1980,AUG,NORTH DAKOTA,Livestock,RED MEAT,LB,8400000,,81300000,,
1980,SEP,NORTH DAKOTA,Livestock,RED MEAT,LB,7800000,,81300000,,
1980,OCT,NORTH DAKOTA,Livestock,RED MEAT,LB,10400000,,81300000,,
1980,NOV,NORTH DAKOTA,Livestock,RED MEAT,LB,9700000,,81300000,,
1980,DEC,NORTH DAKOTA,Livestock,RED MEAT,LB,9800000,,81300000,,
1980,JAN,OHIO,Livestock,RED MEAT,LB,110600000,,1236100000,,
1980,FEB,OHIO,Livestock,RED MEAT,LB,97900000,,1236100000,,
1980,MAR,OHIO,Livestock,RED MEAT,LB,104100000,,1236100000,,
1980,APR,OHIO,Livestock,RED MEAT,LB,109300000,,1236100000,,
1980,MAY,OHIO,Livestock,RED MEAT,LB,103000000,,1236100000,,
1980,JUN,OHIO,Livestock,RED MEAT,LB,99400000,,1236100000,,
1980,JUL,OHIO,Livestock,RED MEAT,LB,100500000,,1236100000,,
1980,AUG,OHIO,Livestock,RED MEAT,LB,94800000,,1236100000,,
1980,SEP,OHIO,Livestock,RED MEAT,LB,109000000,,1236100000,,
1980,OCT,OHIO,Livestock,RED MEAT,LB,112000000,,1236100000,,
1980,NOV,OHIO,Livestock,RED MEAT,LB,92200000,,1236100000,,
1980,DEC,OHIO,Livestock,RED MEAT,LB,103300000,,1236100000,,
1980,JAN,OKLAHOMA,Livestock,RED MEAT,LB,43800000,,477600000,,
1980,FEB,OKLAHOMA,Livestock,RED MEAT,LB,38500000,,477600000,,
1980,MAR,OKLAHOMA,Livestock,RED MEAT,LB,41700000,,477600000,,
1980,APR,OKLAHOMA,Livestock,RED MEAT,LB,43800000,,477600000,,
